,Date,Daily Max 1-hour SO2 Concentration,mag,Distance
285,730405.0,0.6,0.0,
286,730406.0,0.6,0.0,
287,730407.0,0.6,0.0,
288,730408.0,0.6,0.0,
289,730409.0,0.8,0.0,
290,730410.0,0.6,0.0,
291,730411.0,35.8,0.0,
292,730412.0,16.0,0.0,
293,730413.0,1.4,0.0,
294,730414.0,0.4,0.0,
295,730415.0,1.6,0.0,
296,730416.0,0.6,0.0,
297,730417.0,0.75,0.0,
298,730418.0,0.75,0.0,
299,730419.0,0.75,0.0,
300,730420.0,0.75,0.0,
301,730421.0,17.4,0.0,
302,730422.0,2.5,0.0,
303,730423.0,15.0,0.0,
304,730424.0,0.6,0.0,
305,730425.0,7.8,0.0,
306,730426.0,2.2,0.0,
307,730427.0,45.25,0.0,
308,730428.0,2.0,0.0,
309,730429.0,0.8,0.0,
310,730430.0,1.25,0.0,
311,730431.0,1.25,0.0,
312,730432.0,6.5,0.0,
313,730433.0,12.25,0.0,
314,730434.0,1.0,0.0,
315,730435.0,1.0,0.0,
316,730436.0,0.8,0.0,
317,730437.0,0.8,0.0,
318,730438.0,1.0,0.0,
319,730439.0,1.5,0.0,
320,730440.0,0.6,0.0,
321,730441.0,0.8,0.0,
322,730442.0,0.6,0.0,
323,730443.0,0.8,0.0,
324,730444.0,0.8,0.0,
325,730445.0,1.0,0.0,
326,730446.0,1.0,0.0,
327,730447.0,1.0,0.0,
328,730448.0,1.0,0.0,
329,730449.0,0.8,0.0,
330,730450.0,1.2,0.0,
331,730451.0,4.8,0.0,
332,730452.0,1.2,0.0,
333,730453.0,14.2,0.0,
334,730454.0,23.0,0.0,
335,730455.0,90.4,0.0,
336,730456.0,9.4,0.0,
337,730457.0,44.8,0.0,
338,730458.0,118.8,0.0,
339,730459.0,10.4,0.0,
340,730460.0,2.6,0.0,
341,730461.0,2.0,0.0,
342,730462.0,1.2,0.0,
343,730463.0,2.8,0.0,
344,730464.0,244.0,0.0,
345,730465.0,12.6,0.0,
346,730466.0,2.0,0.0,
347,730467.0,1.6,0.0,
348,730468.0,2.6,0.0,
349,730469.0,3.6,0.0,
350,730470.0,1.4,0.0,
351,730471.0,23.4,0.0,
352,730472.0,18.6,0.0,
353,730473.0,100.4,0.0,
354,730474.0,1.0,0.0,
355,730475.0,0.4,0.0,
356,730476.0,0.6,0.0,
357,730477.0,1.0,0.0,
358,730478.0,109.5,0.0,
359,730479.0,43.6,0.0,
360,730480.0,13.8,0.0,
361,730481.0,10.6,0.0,
362,730482.0,2.6,0.0,
363,730483.0,48.2,0.0,
364,730484.0,15.2,0.0,
365,730485.0,53.6,0.0,
366,730486.0,36.0,0.0,
367,730487.0,44.666666666666664,0.0,
368,730488.0,51.4,0.0,
369,730489.0,29.0,0.0,
370,730490.0,20.2,0.0,
371,730491.0,47.6,0.0,
372,730492.0,263.0,0.0,
373,730493.0,1.0,0.0,
374,730494.0,0.6,0.0,
375,730495.0,3.8,0.0,
376,730496.0,1.4,0.0,
377,730497.0,0.8,0.0,
378,730498.0,10.6,0.0,
379,730499.0,70.6,0.0,
380,730500.0,0.6,0.0,
381,730501.0,2.6,0.0,
382,730502.0,6.8,0.0,
383,730503.0,1.2,0.0,
384,730504.0,0.8,0.0,
385,730505.0,6.8,0.0,
386,730506.0,0.6,0.0,
387,730507.0,0.8,0.0,
388,730508.0,0.6,0.0,
389,730509.0,1.0,0.0,
390,730510.0,0.8,0.0,
391,730511.0,0.6,0.0,
392,730512.0,0.6,0.0,
393,730513.0,0.6,0.0,
394,730514.0,7.0,0.0,
395,730515.0,4.6,0.0,
396,730516.0,2.0,0.0,
397,730517.0,11.666666666666666,0.0,
398,730518.0,4.0,0.0,
399,730519.0,2.0,0.0,
400,730520.0,1.8333333333333333,0.0,
401,730521.0,9.833333333333334,0.0,
402,730522.0,39.833333333333336,0.0,
403,730523.0,73.16666666666667,0.0,
404,730524.0,45.333333333333336,0.0,
405,730525.0,3.6666666666666665,0.0,
406,730526.0,66.66666666666667,0.0,
407,730527.0,97.33333333333333,0.0,
408,730528.0,78.8,0.0,
409,730529.0,11.8,0.0,
410,730530.0,1.2,0.0,
411,730531.0,1.5,0.0,
412,730532.0,1.25,0.0,
413,730533.0,1.0,0.0,
414,730534.0,1.3333333333333333,0.0,
415,730535.0,1.25,0.0,
416,730536.0,1.5,0.0,
417,730537.0,63.4,0.0,
418,730538.0,25.8,0.0,
419,730539.0,29.0,0.0,
420,730540.0,114.0,0.0,
421,730541.0,37.5,0.0,
422,730542.0,129.66666666666666,0.0,
423,730543.0,5.5,0.0,
424,730544.0,1.1666666666666667,0.0,
425,730545.0,1.0,0.0,
426,730546.0,1.0,0.0,
427,730547.0,0.8333333333333334,0.0,
428,730548.0,0.8333333333333334,0.0,
429,730549.0,15.666666666666666,0.0,
430,730550.0,1.0,0.0,
431,730551.0,1.0,0.0,
432,730552.0,1.1666666666666667,0.0,
433,730553.0,1.0,0.0,
434,730554.0,1.0,0.0,
435,730555.0,1.0,0.0,
436,730556.0,0.8333333333333334,0.0,
437,730557.0,2.1666666666666665,0.0,
438,730558.0,0.8333333333333334,0.0,
439,730559.0,0.8333333333333334,0.0,
440,730560.0,1.0,0.0,
441,730561.0,67.33333333333333,0.0,
442,730562.0,78.0,0.0,
443,730563.0,44.0,0.0,
444,730564.0,23.75,0.0,
445,730565.0,93.25,0.0,
446,730566.0,19.4,0.0,
447,730567.0,99.0,0.0,
448,730568.0,73.33333333333333,0.0,
449,730569.0,73.33333333333333,0.0,
450,730570.0,208.0,0.0,
451,730571.0,3.5,0.0,
452,730572.0,1.6666666666666667,0.0,
453,730573.0,66.75,0.0,
454,730574.0,67.4,0.0,
455,730575.0,79.8,0.0,
456,730576.0,1.4,0.0,
457,730577.0,0.8,0.0,
458,730578.0,0.8,0.0,
459,730579.0,1.4,0.0,
460,730580.0,3.0,0.0,
461,730581.0,60.8,0.0,
462,730582.0,1.0,0.0,
463,730583.0,1.0,0.0,
464,730584.0,1.0,0.0,
465,730585.0,1.0,0.0,
466,730586.0,0.75,0.0,
467,730587.0,5.666666666666667,0.0,
468,730588.0,1.1666666666666667,0.0,
469,730589.0,1.0,0.0,
470,730590.0,0.8333333333333334,0.0,
471,730591.0,1.6666666666666667,3.31,120.27057975295831
472,730592.0,1.1666666666666667,0.0,
473,730593.0,1.4,0.0,
474,730594.0,1.1666666666666667,0.0,
475,730595.0,1.1666666666666667,0.0,
476,730596.0,1.1666666666666667,0.0,
477,730597.0,1.1666666666666667,0.0,
478,730598.0,3.8333333333333335,0.0,
479,730599.0,1.1666666666666667,0.0,
480,730600.0,1.1666666666666667,0.0,
481,730601.0,1.1666666666666667,0.0,
482,730602.0,1.2,0.0,
483,730603.0,1.2,0.0,
484,730604.0,0.8333333333333334,0.0,
485,730605.0,1.0,0.0,
486,730606.0,2.5,0.0,
487,730607.0,1.5,0.0,
488,730608.0,1.0,0.0,
489,730609.0,2.0,0.0,
490,730610.0,70.0,0.0,
491,730611.0,0.8333333333333334,0.0,
492,730612.0,0.6666666666666666,0.0,
493,730613.0,1.2,0.0,
494,730614.0,1.6,0.0,
495,730615.0,1.3333333333333333,0.0,
496,730616.0,1.1666666666666667,0.0,
497,730617.0,1.1666666666666667,0.0,
498,730618.0,1.1666666666666667,0.0,
499,730619.0,2.6666666666666665,0.0,
500,730620.0,1.1666666666666667,0.0,
501,730621.0,1.1666666666666667,0.0,
