,,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
df_EQ Data.csv,807,6771.0,19.416166699999998,-155.279,0.37,3.5,ml,29.0,56,0.005035,0.08,hv,hv70298251,2018-09-26T21:17:32.197Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.11,0.159,9,reviewed,hv,hv
df_EQ Data.csv,808,6771.0,19.397000000000002,-155.2718333,0.43,3.52,ml,27.0,41,0.002357,0.09,hv,hv70297936,2018-09-19T15:15:51.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.215,28,reviewed,hv,hv
df_EQ Data.csv,809,6771.0,19.4006667,-155.27466669999998,1.24,4.14,ml,27.0,39,0.005359,0.09,hv,hv70297401,2018-09-19T15:15:51.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.21,0.107,8,reviewed,hv,hv
df_EQ Data.csv,810,6771.0,19.411333300000003,-155.2816667,0.72,3.7,ml,25.0,54,0.0067,0.06,hv,hv70297301,2018-09-19T15:15:51.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.17,0.231,12,reviewed,hv,hv
df_EQ Data.csv,811,6770.0,19.4,-155.2741667,0.47,3.79,md,16.0,53,0.004634,0.06,hv,hv70294071,2021-03-01T21:48:34.086Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.08800000000000001,6,reviewed,hv,hv
df_EQ Data.csv,812,6770.0,19.4,-155.2766667,1.24,3.36,md,23.0,44,0.00542,0.08,hv,hv70293711,2018-09-19T15:15:50.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.21,0.102,7,reviewed,hv,hv
df_EQ Data.csv,813,6770.0,19.397000000000002,-155.2718333,0.48,3.83,ml,22.0,58,0.002357,0.1,hv,hv70293221,2018-09-19T15:15:50.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.21,0.183,7,reviewed,hv,hv
df_EQ Data.csv,814,6770.0,19.4141667,-155.27616669999998,0.81,3.53,ml,32.0,40,0.008253,0.08,hv,hv70292806,2022-08-08T05:03:16.995Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.16,12,reviewed,hv,hv
df_EQ Data.csv,815,6770.0,19.4111667,-155.2811667,0.65,3.57,ml,24.0,54,0.007028,0.06,hv,hv70292491,2018-09-19T15:15:50.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.23800000000000002,14,reviewed,hv,hv
df_EQ Data.csv,816,6770.0,19.415833300000003,-154.9616667,-0.71,1.39,md,9.0,258,0.2875,0.08,hv,hv70292246,2018-09-19T15:15:50.040Z,"7 km SW of Leilani Estates, Hawaii",earthquake,3.1,0.79,0.066,6,reviewed,hv,hv
df_EQ Data.csv,817,6770.0,19.329666699999997,-155.1046667,6.84,4.56,ml,73.0,148,0.0493,0.12,hv,hv70291696,2018-09-19T15:15:49.040Z,"15 km SSE of Fern Forest, Hawaii",earthquake,0.31,0.24,0.145,44,reviewed,hv,hv
df_EQ Data.csv,818,6769.0,19.4106667,-155.27100000000002,-0.93,4.15,ml,20.0,44,0.01059,0.2,hv,hv70291726,2018-09-27T01:02:36.730Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.22,0.142,26,reviewed,hv,hv
df_EQ Data.csv,819,6769.0,19.4001667,-155.275,1.2,3.43,ml,33.0,39,0.004942,0.11,hv,hv70289751,2018-09-19T15:15:49.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.17800000000000002,44,reviewed,hv,hv
df_EQ Data.csv,820,6769.0,19.4035,-155.2641667,0.39,1.28,md,22.0,73,0.009453,0.07,hv,hv70289746,2018-06-20T02:27:01.122Z,"5 km SW of Volcano, Hawaii",earthquake,0.21,0.21,0.098,5,reviewed,hv,hv
df_EQ Data.csv,821,6769.0,19.398,-155.2726667,1.24,1.79,ml,24.0,48,0.0027760000000000003,0.1,hv,hv70289741,2020-05-04T08:16:44.700Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.14,0.19899999999999998,10,reviewed,hv,hv
df_EQ Data.csv,822,6769.0,19.3998333,-155.2715,0.13,3.54,md,19.0,75,0.004881,0.08,hv,hv70289181,2018-09-19T15:15:49.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.131,4,reviewed,hv,hv
df_EQ Data.csv,823,6769.0,19.4025,-155.2685,0.17,2.03,ml,27.0,49,0.008597,0.11,hv,hv70289171,2020-05-03T07:02:46.710Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.21100000000000002,14,reviewed,hv,hv
df_EQ Data.csv,824,6769.0,19.3975,-155.2716667,0.58,3.17,md,22.0,58,0.014459999999999999,0.06,hv,hv70288911,2018-09-19T15:15:49.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.21,0.061,7,reviewed,hv,hv
df_EQ Data.csv,825,6769.0,19.398,-155.2731667,0.53,3.3,md,29.0,47,0.002657,0.1,hv,hv70288066,2018-09-19T15:15:49.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.19,0.07200000000000001,11,reviewed,hv,hv
df_EQ Data.csv,826,6768.0,19.499000000000002,-155.9745,4.95,1.39,md,11.0,281,0.05512,0.15,hv,hv70285011,2018-06-18T23:39:51.600Z,"5 km W of Captain Cook, Hawaii",earthquake,1.52,0.93,0.096,5,reviewed,hv,hv
df_EQ Data.csv,827,6768.0,19.397833300000002,-155.2785,0.11,3.97,ml,20.0,51,0.0051990000000000005,0.13,hv,hv70284926,2018-09-19T15:15:48.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.22,0.12300000000000001,7,reviewed,hv,hv
df_EQ Data.csv,828,6768.0,19.4013333,-155.2778333,1.42,4.09,ml,21.0,44,0.007131,0.08,hv,hv70284766,2018-09-19T15:15:48.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.26,0.085,6,reviewed,hv,hv
df_EQ Data.csv,829,6768.0,19.4178333,-155.276,0.89,3.76,ml,17.0,43,0.00705,0.08,hv,hv70284636,2018-09-19T15:15:48.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.17,0.17,0.245,7,reviewed,hv,hv
df_EQ Data.csv,830,6768.0,19.3968333,-155.273,-0.06,3.59,ml,21.0,60,0.0015789999999999999,0.11,hv,hv70284631,2018-09-19T15:15:48.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.19,0.247,10,reviewed,hv,hv
df_EQ Data.csv,831,6768.0,19.4121667,-155.27016669999998,0.78,3.52,ml,21.0,52,0.009712,0.09,hv,hv70284086,2018-09-19T15:15:48.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.174,12,reviewed,hv,hv
df_EQ Data.csv,832,6768.0,19.3988333,-155.2745,0.39,3.97,ml,26.0,46,0.013999999999999999,0.1,hv,hv70284081,2018-09-19T15:15:48.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.21,0.10099999999999999,10,reviewed,hv,hv
df_EQ Data.csv,833,6768.0,19.416,-155.27816669999999,0.84,3.6,ml,18.0,55,0.005836,0.09,hv,hv70283881,2018-09-19T15:15:48.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.2,0.17,0.16699999999999998,9,reviewed,hv,hv
df_EQ Data.csv,834,6768.0,19.3995,-155.274,0.4,3.64,ml,21.0,55,0.004124,0.06,hv,hv70283581,2018-09-19T15:15:47.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.24,9,reviewed,hv,hv
df_EQ Data.csv,835,6768.0,19.3986667,-155.2738333,0.35,3.77,ml,22.0,51,0.003286,0.07,hv,hv70283056,2018-09-19T15:15:47.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.17,9,reviewed,hv,hv
df_EQ Data.csv,836,6767.0,19.4155,-155.2688333,1.16,0.67,md,21.0,66,0.00911,0.07,hv,hv70280581,2020-05-03T05:02:07.640Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.13,8,reviewed,hv,hv
df_EQ Data.csv,837,6767.0,19.4088333,-155.2798333,0.63,3.95,ml,23.0,46,0.009661,0.06,hv,hv70280556,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.14800000000000002,9,reviewed,hv,hv
df_EQ Data.csv,838,6767.0,19.3995,-155.2705,0.29,3.84,ml,23.0,58,0.005069,0.09,hv,hv70280551,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.19,0.146,9,reviewed,hv,hv
df_EQ Data.csv,839,6767.0,19.4055,-155.2615,1.28,2.61,ml,41.0,39,0.006729000000000001,0.08,hv,hv70280546,2018-09-26T20:06:10.620Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.12,0.259,14,reviewed,hv,hv
df_EQ Data.csv,840,6767.0,19.4016667,-155.2748333,1.16,4.21,ml,18.0,49,0.017509999999999998,0.06,hv,hv70280141,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.3,0.040999999999999995,4,reviewed,hv,hv
df_EQ Data.csv,841,6767.0,19.399333300000002,-155.2731667,0.46,3.53,ml,21.0,57,0.0039700000000000004,0.05,hv,hv70280136,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.19,0.21,9,reviewed,hv,hv
df_EQ Data.csv,842,6767.0,19.3988333,-155.2728333,0.29,4.02,ml,21.0,59,0.0035310000000000003,0.05,hv,hv70279521,2018-09-07T17:47:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.2,7,reviewed,hv,hv
df_EQ Data.csv,843,6767.0,19.3986667,-155.2755,1.33,3.57,ml,17.0,66,0.00372,0.06,hv,hv70279516,2018-09-07T17:47:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.23,0.157,12,reviewed,hv,hv
df_EQ Data.csv,844,6767.0,19.4051667,-154.90316669999999,2.07,2.19,ml,40.0,205,0.052320000000000005,0.18,hv,hv70279161,2020-05-03T05:21:07.710Z,"7 km SSE of Leilani Estates, Hawaii",earthquake,0.59,0.41,0.11199999999999999,6,reviewed,hv,hv
df_EQ Data.csv,845,6766.0,19.4025,-155.2678333,0.68,4.06,ml,24.0,55,0.008967000000000001,0.06,hv,hv70276171,2018-09-07T17:47:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.2,0.158,10,reviewed,hv,hv
df_EQ Data.csv,846,6766.0,19.4001667,-155.2713333,0.56,1.96,md,19.0,60,0.005248,0.08,hv,hv70276166,2018-09-07T17:47:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.21,0.044000000000000004,5,reviewed,hv,hv
df_EQ Data.csv,847,6766.0,19.4021667,-155.2738333,1.31,3.45,ml,30.0,36,0.0067659999999999994,0.11,hv,hv70275066,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.168,49,reviewed,hv,hv
df_EQ Data.csv,848,6766.0,19.398166699999997,-155.27200000000002,0.39,3.5,ml,31.0,42,0.003187,0.1,hv,hv70275051,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.19699999999999998,49,reviewed,hv,hv
df_EQ Data.csv,849,6766.0,19.3453333,-154.97566669999998,1.84,1.36,md,13.0,210,0.09192,0.08,hv,hv70274376,2020-05-03T01:27:25.400Z,"15 km SSW of Leilani Estates, Hawaii",earthquake,1.1,1.15,0.156,9,reviewed,hv,hv
df_EQ Data.csv,850,6765.0,19.398166699999997,-155.2728333,0.38,3.95,ml,25.0,50,0.0028870000000000002,0.07,hv,hv70271966,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.19,0.204,10,reviewed,hv,hv
df_EQ Data.csv,851,6765.0,19.402666699999997,-155.268,0.62,3.62,ml,21.0,64,0.009004999999999999,0.07,hv,hv70271526,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.2,0.19,13,reviewed,hv,hv
df_EQ Data.csv,852,6765.0,19.411333300000003,-155.2696667,0.79,3.93,ml,19.0,49,0.00927,0.08,hv,hv70271186,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.2,0.16699999999999998,4,reviewed,hv,hv
df_EQ Data.csv,853,6765.0,19.4148333,-155.28783330000002,0.81,3.81,ml,22.0,75,0.0045119999999999995,0.09,hv,hv70271181,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.19,0.1,0.13,10,reviewed,hv,hv
df_EQ Data.csv,854,6765.0,19.418833300000003,-155.28566669999998,-0.11,3.73,md,18.0,65,0.0018850000000000002,0.1,hv,hv70271351,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.17,0.12,0.11900000000000001,4,reviewed,hv,hv
df_EQ Data.csv,855,6765.0,19.4018333,-155.2731667,1.1,4.09,ml,21.0,52,0.006447,0.1,hv,hv70271176,2022-08-08T04:49:54.356Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.21,0.11,7,reviewed,hv,hv
df_EQ Data.csv,856,6765.0,19.405333300000002,-155.2641667,0.19,2.84,ml,13.0,114,0.007844,0.1,hv,hv70271166,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.19,0.37,0.069,9,reviewed,hv,hv
df_EQ Data.csv,857,6765.0,19.399333300000002,-155.2691667,0.25,3.93,ml,34.0,54,0.003152,0.12,hv,hv70270796,2018-09-07T17:47:05.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.18,0.28300000000000003,11,reviewed,hv,hv
df_EQ Data.csv,858,6765.0,19.410166699999998,-155.282,0.32,2.91,ml,21.0,62,0.007714,0.08,hv,hv70270756,2019-01-17T21:18:04.950Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.17,0.235,23,reviewed,hv,hv
df_EQ Data.csv,859,6765.0,19.4118333,-155.284,0.46,3.55,ml,21.0,59,0.005799,0.07,hv,hv70270081,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.15,0.17,0.23800000000000002,11,reviewed,hv,hv
df_EQ Data.csv,860,6765.0,19.4005,-155.281,0.95,3.21,ml,28.0,46,0.008619,0.09,hv,hv70269636,2018-08-14T02:54:02.687Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.17,0.151,18,reviewed,hv,hv
df_EQ Data.csv,861,6765.0,19.4001667,-155.27716669999998,1.39,3.95,ml,24.0,42,0.005818,0.09,hv,hv70269371,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.24,0.20800000000000002,11,reviewed,hv,hv
df_EQ Data.csv,862,6765.0,19.4028333,-155.27466669999998,1.33,3.39,ml,24.0,41,0.007489,0.1,hv,hv70269366,2018-09-01T01:28:56.766Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.165,43,reviewed,hv,hv
df_EQ Data.csv,863,6765.0,19.3995,-155.273,0.29,3.95,ml,25.0,51,0.004155,0.09,hv,hv70269051,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.22699999999999998,10,reviewed,hv,hv
df_EQ Data.csv,864,6765.0,19.410166699999998,-155.2723333,0.71,3.04,ml,26.0,41,0.011909999999999999,0.08,hv,hv70267926,2018-09-22T03:11:29.199Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.182,10,reviewed,hv,hv
df_EQ Data.csv,865,6764.0,19.4136667,-155.282,0.43,5.3,mw,39.0,33,0.0044399999999999995,0.13,hv,hv70265441,2022-05-03T19:17:41.761Z,"5 km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.12,,20,reviewed,hv,hv
df_EQ Data.csv,866,6764.0,19.4006667,-155.2755,1.23,4.2,ml,32.0,35,0.005555,0.09,hv,hv70265111,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.177,7,reviewed,hv,hv
df_EQ Data.csv,867,6764.0,19.3971667,-155.27200000000002,0.08,3.78,ml,38.0,42,0.002368,0.12,hv,hv70265106,2018-06-15T05:45:10.740Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.187,13,reviewed,hv,hv
df_EQ Data.csv,868,6764.0,19.3972,-155.27200000000002,0.08,3.8,ml,,42,0.002,0.55,us,us1000erfc,2018-09-07T17:47:03.040Z,"6 km SW of Volcano, Hawaii",earthquake,1.2,4.1,0.187,13,reviewed,hv,hv
df_EQ Data.csv,869,6764.0,19.4165,-155.27616669999998,0.8,3.6,ml,22.0,45,0.007573999999999999,0.06,hv,hv70264866,2018-09-07T17:47:03.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.15,0.13,0.19399999999999998,14,reviewed,hv,hv
df_EQ Data.csv,870,6764.0,19.408666699999998,-155.2706667,0.83,3.55,ml,22.0,39,0.010740000000000001,0.08,hv,hv70264436,2018-09-07T17:47:03.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.19,0.159,11,reviewed,hv,hv
df_EQ Data.csv,871,6764.0,19.3976667,-155.2723333,0.08,3.49,ml,52.0,37,0.0025989999999999997,0.11,hv,hv70263866,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.205,48,reviewed,hv,hv
df_EQ Data.csv,872,6764.0,19.399,-155.274,1.16,3.42,ml,55.0,29,0.003629,0.11,hv,hv70263841,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.193,45,reviewed,hv,hv
df_EQ Data.csv,873,6764.0,19.410999999999998,-155.2808333,0.8,3.42,ml,46.0,30,0.007308,0.08,hv,hv70263766,2022-08-08T04:46:45.623Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.182,45,reviewed,hv,hv
df_EQ Data.csv,874,6763.0,19.408666699999998,-155.27966669999998,0.62,3.5,ml,22.0,46,0.009877,0.09,hv,hv70262651,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.175,14,reviewed,hv,hv
df_EQ Data.csv,875,6763.0,19.4136667,-155.2816667,0.27,5.3,mw,38.0,38,0.004589,0.12,hv,hv70260941,2022-05-03T19:17:28.962Z,"5 km WSW of Volcano, Hawaii",volcanic eruption,0.13,0.09,,15,reviewed,hv,hv
df_EQ Data.csv,876,6763.0,19.416,-155.27700000000002,0.75,2.97,md,18.0,51,0.006899,0.08,hv,hv70260641,2018-09-07T17:47:01.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.18,0.19,0.19699999999999998,5,reviewed,hv,hv
df_EQ Data.csv,877,6763.0,19.399666699999997,-155.275,0.39,3.96,ml,20.0,64,0.004464,0.07,hv,hv70260646,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.094,7,reviewed,hv,hv
df_EQ Data.csv,878,6763.0,19.400833300000002,-155.27433330000002,0.4,3.58,ml,19.0,63,0.005476,0.09,hv,hv70260366,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.17,9,reviewed,hv,hv
df_EQ Data.csv,879,6763.0,19.4141667,-155.2848333,0.63,3.52,ml,21.0,71,0.003546,0.06,hv,hv70260146,2018-09-07T17:47:01.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.16,0.13,0.213,11,reviewed,hv,hv
df_EQ Data.csv,880,6763.0,19.3513333,-155.2675,-0.01,3.53,ml,21.0,76,0.02049,0.07,hv,hv70260036,2018-09-07T17:47:01.040Z,"10 km SSW of Volcano, Hawaii",earthquake,0.19,0.25,0.111,14,reviewed,hv,hv
df_EQ Data.csv,881,6763.0,19.411666699999998,-155.2695,0.82,3.58,ml,20.0,51,0.009092,0.06,hv,hv70260006,2018-09-07T17:47:01.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.19,0.252,10,reviewed,hv,hv
df_EQ Data.csv,882,6763.0,19.409000000000002,-155.2791667,0.55,3.64,ml,21.0,62,0.009793000000000001,0.06,hv,hv70259996,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.201,12,reviewed,hv,hv
df_EQ Data.csv,883,6763.0,19.4013333,-155.2751667,1.55,3.73,ml,18.0,64,0.006106,0.08,hv,hv70259821,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.27,0.131,9,reviewed,hv,hv
df_EQ Data.csv,884,6763.0,19.3956667,-155.2668333,0.15,3.64,ml,12.0,96,0.006435,0.12,hv,hv70259806,2018-09-07T17:47:01.040Z,"Island of Hawaii, Hawaii",earthquake,0.35,0.38,0.08,6,reviewed,hv,hv
df_EQ Data.csv,885,6763.0,19.3995,-155.273,0.39,3.4,ml,30.0,38,0.004155,0.09,hv,hv70259331,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.191,46,reviewed,hv,hv
df_EQ Data.csv,886,6763.0,19.405666699999998,-155.27933330000002,1.61,1.7,ml,6.0,208,0.01157,0.02,hv,hv70259326,2018-06-13T13:36:02.525Z,"6 km SW of Volcano, Hawaii",earthquake,1.11,1.3,0.042,5,reviewed,hv,hv
df_EQ Data.csv,887,6762.0,19.3501667,-155.2766667,0.6,3.14,ml,29.0,65,0.024669999999999997,0.09,hv,hv70257611,2021-03-01T21:48:33.599Z,"11 km SSW of Volcano, Hawaii",earthquake,0.23,0.43,0.182,49,reviewed,hv,hv
df_EQ Data.csv,888,6762.0,19.4115,-155.27,0.87,3.69,ml,20.0,49,0.009572,0.07,hv,hv70256016,2018-09-07T17:47:00.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.175,8,reviewed,hv,hv
df_EQ Data.csv,889,6762.0,19.4016667,-155.27433330000002,1.52,3.88,ml,25.0,53,0.008544,0.08,hv,hv70255766,2018-09-07T17:47:00.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.19,0.162,12,reviewed,hv,hv
df_EQ Data.csv,890,6762.0,19.414666699999998,-155.2756667,0.91,3.51,ml,18.0,46,0.008496,0.1,hv,hv70255691,2018-09-07T17:47:00.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.2,0.2,0.138,11,reviewed,hv,hv
df_EQ Data.csv,891,6762.0,19.3998333,-155.2713333,0.44,3.89,ml,21.0,58,0.004947999999999999,0.07,hv,hv70255676,2018-09-07T17:47:00.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.2,0.115,8,reviewed,hv,hv
df_EQ Data.csv,892,6762.0,19.4036667,-155.2775,0.59,3.71,ml,17.0,57,0.009022,0.14,hv,hv70255376,2018-09-07T17:47:00.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.28,0.163,9,reviewed,hv,hv
df_EQ Data.csv,893,6762.0,19.3995,-155.27466669999998,0.33,3.57,ml,14.0,107,0.004222,0.06,hv,hv70255371,2018-09-07T17:47:00.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.24,0.16,0.147,8,reviewed,hv,hv
df_EQ Data.csv,894,6762.0,19.3995,-155.276,1.36,3.49,ml,30.0,40,0.004674,0.1,hv,hv70254996,2018-09-07T17:47:00.040Z,"Island of Hawaii, Hawaii",earthquake,0.17,0.15,0.188,15,reviewed,hv,hv
df_EQ Data.csv,895,6761.0,19.4106667,-155.2833333,0.49,3.03,ml,16.0,67,0.006996,0.06,hv,hv70261877,2018-09-07T17:46:59.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.2,0.182,37,reviewed,hv,hv
df_EQ Data.csv,896,6761.0,19.418833300000003,-155.29033330000001,-0.36,4.12,ml,23.0,80,0.0022670000000000004,0.11,hv,hv70261537,2018-09-07T17:46:59.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.18,0.09,0.155,7,reviewed,hv,hv
df_EQ Data.csv,897,6761.0,19.4138333,-155.2718333,0.52,3.68,ml,19.0,50,0.01142,0.1,hv,hv70261477,2018-09-07T17:46:59.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.166,12,reviewed,hv,hv
df_EQ Data.csv,898,6761.0,19.4185,-155.282,-0.19,2.72,md,16.0,60,0.002148,0.14,hv,hv70261162,2018-09-07T17:47:00.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.19,0.12,0.136,4,reviewed,hv,hv
df_EQ Data.csv,899,6761.0,19.4015,-155.27616669999998,1.3,3.47,ml,21.0,66,0.006548999999999999,0.08,hv,hv70261157,2018-09-07T17:46:59.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.21,0.23,0.201,51,reviewed,hv,hv
df_EQ Data.csv,900,6761.0,19.408666699999998,-155.27,0.5,3.47,ml,27.0,40,0.01014,0.11,hv,hv70260512,2018-09-07T17:46:59.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.18,0.19399999999999998,13,reviewed,hv,hv
df_EQ Data.csv,901,6761.0,19.399666699999997,-155.27116669999998,0.25,3.43,ml,33.0,49,0.004873,0.09,hv,hv70260172,2018-09-07T17:46:59.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.17,0.153,41,reviewed,hv,hv
df_EQ Data.csv,902,6761.0,19.3953333,-155.2685,0.46,3.76,ml,20.0,69,0.004855,0.07,hv,hv70259732,2018-09-07T17:46:59.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.174,14,reviewed,hv,hv
df_EQ Data.csv,903,6760.0,19.4105,-155.2826667,0.63,3.67,ml,23.0,66,0.0072510000000000005,0.06,hv,hv70259392,2018-06-11T00:47:27.568Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.188,14,reviewed,hv,hv
df_EQ Data.csv,904,6760.0,19.4031667,-155.2741667,0.72,3.87,ml,20.0,61,0.007774,0.12,hv,hv70257092,2018-08-29T16:36:37.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.193,15,reviewed,hv,hv
df_EQ Data.csv,905,6760.0,19.4028333,-155.2705,0.71,3.34,ml,20.0,56,0.007997,0.07,hv,hv70257087,2018-08-29T16:36:36.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.2,0.171,44,reviewed,hv,hv
df_EQ Data.csv,906,6760.0,19.401166699999997,-155.2696667,0.29,2.59,ml,27.0,53,0.004497999999999999,0.09,hv,hv70257082,2020-05-03T05:42:44.200Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.2,18,reviewed,hv,hv
df_EQ Data.csv,907,6760.0,19.4105,-155.2826667,0.66,3.62,ml,24.0,66,0.0072510000000000005,0.07,hv,hv70255907,2018-08-29T16:36:31.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.16,0.21100000000000002,15,reviewed,hv,hv
df_EQ Data.csv,908,6759.0,19.4185,-155.28316669999998,-0.29,3.11,ml,21.0,62,0.0012109999999999998,0.12,hv,hv70252602,2021-03-01T21:48:33.115Z,"5 km WSW of Volcano, Hawaii",earthquake,0.18,0.11,0.165,41,reviewed,hv,hv
df_EQ Data.csv,909,6759.0,19.3836667,-155.2765,0.13,2.67,ml,20.0,59,0.0056890000000000005,0.09,hv,hv70252592,2021-02-19T17:12:58.482Z,"7 km SW of Volcano, Hawaii",earthquake,0.2,0.17,0.193,34,reviewed,hv,hv
